time,ideal_x,ideal_y,ideal_theta,ideal_speed,noisy_x,noisy_y,noisy_theta,noisy_speed,filtered_x,filtered_y,filtered_theta,filtered_speed,desired_speed,desired_y,steering_cmd,speed_cmd
0.056682867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.106715112,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.156585286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.206522681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,nan,nan
0.256569933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,nan,0.0
0.30676656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,nan,0.0
0.356593384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.407190343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.457190793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.507131693,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.556551057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.606581179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.656547419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.706606874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.75658557,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.806581229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.856548576,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.906541883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
0.95653698,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
1.00649179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
1.05652809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
1.106469649,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
1.156500763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.1875,0.0,0.0
