time,ideal_x,ideal_y,ideal_theta,ideal_speed,noisy_x,noisy_y,noisy_theta,noisy_speed,filtered_x,filtered_y,filtered_theta,filtered_speed,desired_speed,desired_y,steering_cmd,speed_cmd
4.555772603,0.27767990340780435,-1.2940777986393218e-05,0.0005711756978416049,0.11999999999967037,0.26957258641337334,-0.005359842353465591,0.007528040170610497,0.08204558780550868,0.27527283987996787,0.0005145504616114939,0.0023355630789321773,0.08204558780550868,0.12,0.0,-0.003520362386866523,0.12
4.605748261,0.2817599028017425,-1.0718092804059313e-05,0.0005129699239638344,0.11999999999967037,0.29641627691134803,-0.02050068671495144,-0.017301901038784432,0.10403309907065465,0.28267788158980844,-0.0039629805159662355,-0.002240291926364097,0.10403309907065465,0.12,0.0,0.002006768450055127,0.12
4.656334549,0.2858399023252399,-8.747071742049155e-06,0.00047851330158845193,0.11999999999968702,0.2987329994609318,0.005317204676027161,-0.00021394180197454725,0.1314038241223261,0.2903775207263404,-0.0020011186865072166,-0.001365189353530394,0.1314038241223261,0.12,0.0,0.0051324829122292685,0.12
4.706317933,0.2899199017858762,-6.6517520432395166e-06,0.0005600914966703259,0.1199999999996676,0.27245807872813754,7.724193671954771e-05,0.004413760737771284,0.11695200934796497,0.29032336380718493,-0.0015567460095992766,0.00018483538815565817,0.11695200934796497,0.12,0.0,0.002878462760742132,0.12
4.756000481,0.2980799001314231,-1.4644290825155986e-06,0.0006864259230553919,0.11999999999967037,0.2918061280793888,0.016561433253761998,0.001306550348570846,0.10257732996744544,0.29347950269836126,0.004370046080139334,9.248342348578141e-05,0.10257732996744544,0.12,0.0,-0.0024431109749555448,0.12
4.805693471,0.30215989918049607,1.3209449120927895e-06,0.0006645069836610775,0.11999999999965372,0.2983815272971548,-0.00376383005908586,0.0003708294759481058,0.0913582611464525,0.29736405282913664,0.002644786615428805,0.00011221593651581136,0.0913582611464525,0.12,0.0,-0.004181076180090167,0.12
4.856758722,0.30623989837494703,3.883133570837274e-06,0.0005891036091510911,0.11999999999968702,0.32892526945468425,0.004787098259857065,-0.006332277467794902,0.11225555068501464,0.3075688617190678,0.0030902664121822757,-0.0011696953858908192,0.11225555068501464,0.12,0.0,-0.0034129670602174554,0.12
4.905934366,0.3103198977555708,6.129433588631348e-06,0.0005132775555146239,0.11999999999965372,0.341581127270583,0.0008677726738229406,-0.004292646809252086,0.14552128262197725,0.31961247383803415,0.0026062909471514144,-0.0011967137277488975,0.14552128262197725,0.12,0.0,-0.002138959591434015,0.12
4.95648269,0.31439989727714585,8.104209314258887e-06,0.00045874723618095166,0.11999999999965372,0.34454350454893085,0.0012872300119074864,-0.015423867799694043,0.1280770550399794,0.3296313407670417,0.002294927738037947,-0.00444179668848376,0.1280770550399794,0.12,0.0,0.0020947941207285214,0.12
5.005846948,0.32255989643076144,1.181793103612091e-05,0.0005091848573322151,0.11999999999965372,0.33711287137234264,-0.0011268818039792522,-0.0024646776689441294,0.12331120191398386,0.33546070231885255,-0.0029793504457021145,-0.004208710575668114,0.12331120191398386,0.12,0.0,0.008370550273364509,0.12
